,id,tip_ponude,tip_nekretnine,broj_soba,spratnost,sprat,povrsina_placa,grejanje,grad,lokacija,mikrolokacija,kvadratura,parking,uknjizenost,terasa,lift,tip_objekta,cena,x_pos,y_pos,udaljenost_od_centra,tip_objekta_klasa
9277,84741,Prodaja,Stan,3,2,2,0,TA,Beograd,Opština Zemun,Galenika,90,,DA,DA,,Novogradnja,119000,44.858935,20.367783,0.09184459000942943,1.0
9278,84746,Prodaja,Stan,3,2,1,0,EG,Beograd,Opština Grocka,Leštane,65,DA,DA,,,Novogradnja,66000,44.766,20.561,0.1228000407166072,1.0
9279,84747,Prodaja,Stan,3,2,1,0,EG,Beograd,Opština Grocka,Leštane,63,DA,DA,DA,,Novogradnja,65000,44.766,20.561,0.1228000407166072,1.0
9281,84751,Prodaja,Stan,5,3,0,0,,Beograd,Opština Savski venac,Dedinje,158,,DA,,DA,Novogradnja,395000,44.765,20.456,0.05879838433154605,1.0
9282,84754,Prodaja,Stan,3,6,6,0,CG,Beograd,Opština Vračar,Cvetni trg,125,,DA,DA,DA,Stara gradnja,265000,44.805939,20.466521,0.0225665097434229,2.0
9283,84761,Prodaja,Stan,3,6,0,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 2,85,,DA,DA,,Stara gradnja,127500,44.817524,20.373102,0.079737538085899,2.0
9287,84846,Prodaja,Stan,3,2,2,0,EG,Beograd,Opština Palilula,Karaburma,90,,DA,DA,,Novogradnja,98000,44.808771,20.51464,0.06381094452364752,1.0
9288,84848,Prodaja,Stan,4,5,4,0,CG,Beograd,Opština Stari grad,Centar,152,,DA,DA,DA,Stara gradnja,490000,44.8165,20.4546,0.007472616676911835,2.0
9289,84850,Prodaja,Stan,4,3,1,0,CG,Beograd,Opština Zvezdara,Lion,99,DA,DA,DA,DA,Novogradnja,225000,44.7975,20.4962,0.050866491917570596,1.0
9290,84853,Prodaja,Stan,2,0,0,0,EG,Beograd,Opština Zvezdara,Bulbulder,45,,,,DA,Novogradnja,92000,44.80442,20.496559,0.04800116749621994,1.0
9292,84855,Prodaja,Stan,2,2,2,0,TA,Beograd,Opština Vračar,Slavija,45,,DA,DA,,Stara gradnja,105000,44.8056,20.4681,0.02382981325986686,2.0
9293,84858,Prodaja,Stan,3,2,1,0,CG,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),105,DA,DA,DA,,Stara gradnja,235000,44.79796,20.397645,0.06068442654421238,2.0
9294,84859,Prodaja,Stan,3,5,5,0,EG,Beograd,Opština Čukarica,Julino brdo,74,,DA,,DA,Novogradnja,100000,44.7654,20.4077,0.07358600410404473,1.0
9295,84860,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Voždovac,Voždovačka crkva,72,DA,DA,DA,DA,Stara gradnja,189990,44.7652,20.4795,0.06438835298406326,2.0
9296,84861,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Voždovac,Lekino brdo,47,DA,DA,DA,,Stara gradnja,86000,44.786293,20.48395,0.04880682481989702,2.0
9297,84862,Prodaja,Stan,3,4,2,0,CG,Beograd,Opština Voždovac,FON - Bilećka,70,DA,DA,DA,,Stara gradnja,175000,44.770578,20.477228,0.05855326863634681,2.0
9299,84868,Prodaja,Stan,2,4,4,0,CG,Beograd,Opština Voždovac,Autokomanda,40,,DA,,,Stara gradnja,87000,44.78589,20.46954,0.041431385446301025,2.0
9300,84870,Prodaja,Stan,3,14,3,0,CG,Beograd,Opština Novi Beograd,Blok 63,86,,DA,DA,DA,Stara gradnja,120000,44.806469,20.378439,0.07613646486408536,2.0
9302,84872,Prodaja,Stan,4,1,1,0,EG,Beograd,Opština Rakovica,Miljakovac,71,,DA,DA,,Stara gradnja,58000,44.7304,20.4735,0.09561223771045162,2.0
9303,84873,Prodaja,Stan,3,6,1,0,EG,Beograd,Opština Voždovac,Centar,44,,,,DA,Novogradnja,89020,44.776915,20.488024,0.05868301288277483,1.0
9304,84874,Prodaja,Stan,3,4,0,0,EG,Beograd,Opština Grocka,Kaluđerica,67,DA,DA,DA,,Novogradnja,59500,44.7527,20.557,0.1262551385092914,1.0
9305,84876,Prodaja,Stan,4,4,0,0,TA,Beograd,Opština Stari grad,Skupština,153,,DA,,DA,Stara gradnja,240000,44.811795,20.467428,0.019015746343495964,2.0
9306,84879,Prodaja,Stan,2,12,1,0,CG,Beograd,Opština Voždovac,Saobraćajni fakultet,49,,DA,,DA,Stara gradnja,85900,44.766175,20.482015,0.06460934800785897,2.0
9309,84882,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Voždovac,Braće Jerković,77,,DA,DA,DA,Stara gradnja,89900,44.764537,20.49905,0.07521876806356657,2.0
9311,84886,Prodaja,Stan,2,6,1,0,CG,Beograd,Opština Palilula,Borča,56,DA,,DA,DA,Stara gradnja,59000,44.876764,20.450546,0.05310373821116467,2.0
9312,84887,Prodaja,Stan,2,5,5,0,TA,Beograd,Opština Vračar,Neimar,44,,DA,DA,DA,Stara gradnja,99900,44.7948,20.478,0.03847557666884369,2.0
9313,84888,Prodaja,Stan,2,2,0,0,EG,Beograd,Opština Savski venac,Ekonomski fakultet,35,,DA,,,Stara gradnja,67000,44.813961,20.455296,0.010105272732591888,2.0
9314,84890,Prodaja,Stan,1,5,5,0,TA,Beograd,Opština Vračar,Neimar,12,,DA,,DA,Stara gradnja,35600,44.7948,20.478,0.03847557666884369,2.0
9315,84891,Prodaja,Stan,1,4,1,0,EG,Beograd,Opština Novi Beograd,Ledine,32,DA,,DA,DA,Novogradnja,44800,44.801599,20.330157,0.12442163176071955,1.0
9316,84892,Prodaja,Stan,4,10,9,0,CG,Beograd,Opština Čukarica,Žarkovo,90,DA,DA,DA,DA,Stara gradnja,135000,44.76325,20.412958,0.07228893873892749,2.0
9317,84893,Prodaja,Stan,1,3,3,0,EG,Beograd,Opština Vračar,Čubura,32,,DA,,,Stara gradnja,79000,44.798,20.4795,0.037203494459527496,2.0
9318,84894,Prodaja,Stan,4,2,1,0,EG,Beograd,Opština Rakovica,Miljakovac,142,DA,DA,DA,,Novogradnja,94000,44.733,20.4679,0.0919814111655228,1.0
9319,84895,Prodaja,Stan,2,0,2,0,,Beograd,Opština Rakovica,Miljakovac,56,,DA,,,Novogradnja,57000,44.737649,20.462977,0.08667442950490523,1.0
9320,84896,Prodaja,Stan,4,3,2,0,CG,Beograd,Opština Palilula,Višnjička Banja,120,,DA,DA,DA,Novogradnja,115000,44.812714,20.541075,0.08915446046609152,1.0
9321,84897,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Savski venac,Balkanska,68,,DA,,,Stara gradnja,95000,44.8101,20.4593,0.015160804727984771,2.0
9322,84898,Prodaja,Stan,5,5,5,0,EG,Beograd,Opština Savski venac,Beograđanka,120,,DA,DA,DA,Stara gradnja,369000,44.807,20.4638,0.020107958623390335,2.0
9323,84899,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Zvezdara,Cvetkova pijaca,71,,DA,DA,DA,Novogradnja,125000,44.791387,20.50232,0.059297625323449475,1.0
9324,84900,Prodaja,Stan,2,7,0,0,CG,Beograd,Opština Vračar,Čubura,56,,,,DA,Novogradnja,154000,44.796553,20.475846,0.035739839465223966,1.0
9325,84901,Prodaja,Stan,2,4,3,0,TA,Beograd,Opština Vračar,Hram svetog Save,78,,DA,DA,,Stara gradnja,153000,44.799515,20.470322,0.02998305369704867,2.0
9326,84902,Prodaja,Stan,5,4,2,0,CG,Beograd,Opština Stari grad,Centar,156,DA,DA,DA,,Stara gradnja,650000,44.813939,20.46397,0.014985126659460588,2.0
9327,84903,Prodaja,Stan,3,7,2,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,88,DA,DA,DA,DA,Novogradnja,198000,44.807167,20.480555,0.03247802509390015,1.0
9329,84905,Prodaja,Stan,3,6,4,0,CG,Beograd,Opština Savski venac,Beograd na vodi,87,DA,,DA,DA,Novogradnja,249888,44.811131,20.450553,0.012734597363088603,1.0
9330,84906,Prodaja,Stan,3,6,3,0,CG,Beograd,Opština Savski venac,Beograd na vodi,83,DA,,DA,DA,Novogradnja,228888,44.810978,20.450575,0.012882154672262416,1.0
9331,84907,Prodaja,Stan,5,6,6,0,CG,Beograd,Opština Stari grad,Centar,105,,DA,DA,DA,Stara gradnja,179000,44.815567,20.463651,0.013721162122793297,2.0
9332,84908,Prodaja,Stan,3,5,5,0,EG,Beograd,Opština Voždovac,FON - Bilećka,82,DA,DA,DA,DA,Novogradnja,148000,44.766541,20.480851,0.0637594720963145,1.0
9333,84909,Prodaja,Stan,4,4,1,0,EG,Beograd,Opština Voždovac,Jajinci,53,DA,DA,,,Novogradnja,62000,44.741955,20.48195,0.08685428904205525,1.0
9334,84910,Prodaja,Stan,5,4,3,0,Podno,Beograd,Opština Voždovac,Lekino brdo,120,DA,DA,DA,DA,Novogradnja,195000,44.791652,20.484662,0.045332616822771135,1.0
9335,84911,Prodaja,Stan,3,5,2,0,EG,Beograd,Opština Voždovac,Vitanovačka,78,DA,,DA,DA,Novogradnja,150000,44.780098,20.479071,0.05100831544954249,1.0
9336,84912,Prodaja,Stan,2,17,15,0,CG,Beograd,Opština Savski venac,Beograd na vodi,71,DA,,DA,DA,Novogradnja,275888,44.811009,20.450559,0.012854071806245055,1.0
9337,84915,Prodaja,Stan,2,10,6,0,CG,Beograd,Opština Novi Beograd,Blok 67 (Belvil),61,DA,DA,,DA,Novogradnja,165900,44.805382,20.408535,0.047720785293203304,1.0
9338,84916,Prodaja,Stan,4,5,5,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,85,,DA,,,Stara gradnja,149000,44.8275,20.4134,0.03938375299536683,2.0
9339,84917,Prodaja,Stan,3,6,1,0,CG,Beograd,Opština Vračar,Cvetni trg,66,,DA,DA,DA,Stara gradnja,161000,44.807439,20.468575,0.022795191291148084,2.0
9341,84919,Prodaja,Stan,1,6,2,0,EG,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,26,,,DA,DA,Novogradnja,65000,44.791863,20.498663,0.055994593828334965,1.0
9342,84920,Prodaja,Stan,2,11,0,0,CG,Beograd,Opština Zvezdara,Konjarnik,37,,DA,,DA,Stara gradnja,65000,44.7841,20.5079,0.06801654210557824,2.0
9343,84921,Prodaja,Stan,5,5,4,0,EG,Beograd,Opština Savski venac,Beograđanka,125,,DA,,,Stara gradnja,449000,44.807,20.4638,0.020107958623390335,2.0
9344,84922,Prodaja,Stan,1,3,1,0,,Beograd,Opština Zvezdara,Lipov lad,25,,DA,DA,,Stara gradnja,69900,44.7975,20.4935,0.04857211133974104,2.0
9345,84924,Prodaja,Stan,3,12,8,0,CG,Beograd,Opština Zemun,Gornji grad,72,,DA,DA,DA,Stara gradnja,115300,44.8549,20.3848,0.07463430846467427,2.0
9347,84926,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Stari grad,Politika,50,,DA,,DA,Stara gradnja,111900,44.8148,20.4638,0.014305593311710137,2.0
9348,84927,Prodaja,Stan,3,3,2,0,CG,Beograd,Opština Zvezdara,Olimp,55,,DA,DA,,Novogradnja,84000,44.7943,20.5101,0.06458026014193706,1.0
9349,84928,Prodaja,Stan,2,11,7,0,CG,Beograd,Opština Zvezdara,Cvetkova pijaca,68,,DA,,DA,Stara gradnja,137500,44.7933,20.506,0.0614468876347696,2.0
9350,84929,Prodaja,Stan,1,3,0,0,Podno,Beograd,Opština Stari grad,Gundulićev venac,33,,,,,Stara gradnja,76000,44.8203,20.469,0.016748731295236144,2.0
9351,84930,Prodaja,Stan,1,7,2,0,CG,Beograd,Opština Zvezdara,Gradska bolnica,37,,DA,DA,DA,Novogradnja,69900,44.8007,20.4993,0.05205660380778091,1.0
9353,84934,Prodaja,Stan,4,7,6,0,CG,Beograd,Opština Vračar,Hram svetog Save,140,,DA,DA,DA,Novogradnja,290000,44.791867,20.468009,0.03536632819504839,1.0
9354,84935,Prodaja,Stan,3,3,2,0,EG,Beograd,Opština Zemun,Save Kovačevića,75,,,DA,DA,Novogradnja,135070,44.847623,20.392109,0.06504975795496629,1.0
9355,84936,Prodaja,Stan,3,3,0,0,EG,Beograd,Opština Zemun,Save Kovačevića,60,,,DA,DA,Novogradnja,107930,44.84808,20.391873,0.06543816110649835,1.0
9356,84937,Prodaja,Stan,4,2,2,0,CG,Beograd,Opština Zvezdara,Zvezdarska šuma,106,,DA,DA,,Novogradnja,170000,44.807,20.495,0.045570275399651264,1.0
9357,84938,Prodaja,Stan,4,3,3,0,Podno,Beograd,Opština Voždovac,Lekino brdo,257,DA,DA,DA,DA,Novogradnja,400000,44.787074,20.481642,0.04674293144423465,1.0
9358,84941,Prodaja,Stan,3,5,5,0,TA,Beograd,Opština Stari grad,Studentski trg,80,DA,DA,DA,,Stara gradnja,280000,44.820006,20.457465,0.006108507264464057,2.0
9359,84942,Prodaja,Stan,3,4,0,0,CG,Beograd,Opština Savski venac,Dedinje,66,DA,DA,,,Stara gradnja,122000,44.773731,20.455377,0.050046105642701386,2.0
9360,84943,Prodaja,Stan,3,8,1,0,CG,Beograd,Opština Savski venac,Beograd na vodi,85,DA,,DA,DA,Novogradnja,229888,44.811131,20.450532,0.012737989833564178,1.0
9361,84944,Prodaja,Stan,3,5,3,0,Toplotne pumpe,Beograd,Opština Voždovac,Autokomanda,82,DA,DA,DA,DA,Novogradnja,187850,44.784934,20.472827,0.04372567077816111,1.0
9363,84948,Prodaja,Stan,4,5,4,0,CG,Beograd,Opština Palilula,Hadžipopovac,94,DA,DA,DA,DA,Novogradnja,181800,44.811131,20.481569,0.031578200107035555,1.0
9364,84949,Prodaja,Stan,3,6,1,0,EG,Beograd,Opština Stari grad,Centar,75,,DA,DA,DA,Stara gradnja,159000,44.819503,20.46562,0.01367973716853014,2.0
9365,84950,Prodaja,Stan,4,3,2,0,CG,Beograd,Opština Vračar,Hram svetog Save,85,DA,DA,DA,DA,Novogradnja,189000,44.795547,20.470358,0.033285702230840826,1.0
9366,84951,Prodaja,Stan,5,5,1,0,CG,Beograd,Opština Vračar,Krunska,170,DA,,DA,DA,Novogradnja,430000,44.806227,20.471866,0.02600931535046664,1.0
9368,84954,Prodaja,Stan,4,4,1,0,CG,Beograd,Opština Stari grad,Trg Republike,90,DA,DA,,DA,Stara gradnja,200000,44.815842,20.460956,0.011470435911506021,2.0
9369,84955,Prodaja,Stan,2,2,2,0,,Beograd,Opština Voždovac,Autokomanda,55,DA,DA,,,Stara gradnja,82900,44.7908,20.466,0.03552421709201135,2.0
9370,84956,Prodaja,Stan,3,4,2,0,CG,Beograd,Opština Stari grad,Dorćol,89,,,,DA,Novogradnja,240300,44.823705,20.461113,0.008513001468343063,1.0
9371,84957,Prodaja,Stan,4,7,2,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,92,DA,DA,DA,DA,Novogradnja,205595,44.807113,20.48048,0.03244106917165375,1.0
9372,84958,Prodaja,Stan,5,2,2,0,TA,Beograd,Opština Vračar,Hram svetog Save,99,DA,DA,DA,,Stara gradnja,185000,44.798,20.4691,0.030540792393126383,2.0
9373,84959,Prodaja,Stan,3,4,3,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,64,DA,,,DA,Novogradnja,147522,44.819166,20.433638,0.01949652789601444,1.0
9374,84960,Prodaja,Stan,2,3,0,0,EG,Beograd,Opština Voždovac,Autokomanda,77,,,DA,DA,Novogradnja,109000,44.793896,20.460897,0.030937333837942827,1.0
9375,84961,Prodaja,Stan,3,4,1,0,EG,Beograd,Opština Voždovac,Kumodraška,70,,DA,DA,,Novogradnja,110000,44.779623,20.479335,0.05155135453118624,1.0
9376,84963,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Zvezdara,Bulbulder,58,DA,,DA,DA,Novogradnja,133400,44.803778,20.492189,0.04431901403461046,1.0
9377,84964,Prodaja,Stan,4,6,6,0,CG,Beograd,Opština Novi Beograd,Arena,125,DA,DA,,DA,Novogradnja,220000,44.81672,20.417731,0.03556075872362841,1.0
9378,84965,Prodaja,Stan,2,4,2,0,CG,Beograd,Opština Rakovica,Resnik,65,,,DA,,Stara gradnja,56000,44.713134,20.46404,0.1111562591849927,2.0
9379,84966,Prodaja,Stan,5,7,2,0,TA,Beograd,Opština Savski venac,Centar,97,,DA,DA,DA,Stara gradnja,199000,44.805315,20.45823,0.019227717623266607,2.0
9380,84968,Prodaja,Stan,3,8,1,0,CG,Beograd,Opština Savski venac,Beograd na vodi,95,DA,,DA,DA,Novogradnja,286888,44.811161,20.450511,0.012711822921992862,1.0
9382,84970,Prodaja,Stan,4,6,1,0,Podno,Beograd,Opština Vračar,Hram svetog Save,171,DA,,DA,DA,Novogradnja,598500,44.796439,20.469357,0.031999362024892015,1.0
9383,84971,Prodaja,Stan,4,0,3,0,CG,Beograd,Opština Vračar,Crveni krst,84,,,DA,DA,Novogradnja,177954,44.794962,20.48531,0.0435409777565928,1.0
9384,84972,Prodaja,Stan,3,2,0,0,EG,Beograd,Opština Zemun,Kej,61,,DA,,,Stara gradnja,110000,44.844429,20.416179,0.04190680949439931,2.0
9385,84973,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Savski venac,Beograd na vodi,71,DA,,DA,DA,Novogradnja,199888,44.811115,20.450596,0.012743556842578647,1.0
9386,84974,Prodaja,Stan,2,4,2,0,Norveški radijatori,Beograd,Opština Savski venac,Centar,62,DA,DA,DA,,Stara gradnja,210000,44.811679,20.457592,0.013016316875372896,2.0
9387,84975,Prodaja,Stan,1,5,1,0,EG,Beograd,Opština Voždovac,Autokomanda,30,DA,DA,,DA,Novogradnja,68200,44.785086,20.472518,0.04344844899418415,1.0
9388,84976,Prodaja,Stan,3,17,2,0,CG,Beograd,Opština Savski venac,Beograd na vodi,107,DA,,DA,DA,Novogradnja,382888,44.812521,20.451353,0.011248335432415038,1.0
9389,84977,Prodaja,Stan,3,3,3,0,CG,Beograd,Opština Voždovac,Kumodraška,60,DA,DA,DA,DA,Novogradnja,109000,44.780418,20.479071,0.05073505065534545,1.0
9390,84979,Prodaja,Stan,4,23,19,0,CG,Beograd,Opština Savski venac,Beograd na vodi,119,DA,,DA,DA,Novogradnja,352888,44.812304,20.451228,0.011478292555955798,1.0
9391,84980,Prodaja,Stan,4,23,18,0,CG,Beograd,Opština Savski venac,Beograd na vodi,121,DA,,DA,DA,Novogradnja,349888,44.812592,20.451175,0.01119903071698644,1.0
9392,84981,Prodaja,Stan,4,5,3,0,CG,Beograd,Opština Vračar,Hram svetog Save,137,DA,DA,DA,DA,Novogradnja,370000,44.79806,20.472475,0.03244110394237689,1.0
9393,84982,Prodaja,Stan,3,1,1,0,EG,Beograd,Opština Zemun,Kalvarija,60,,DA,DA,,Stara gradnja,65000,44.841525,20.402505,0.05317179374442531,2.0
9394,84983,Prodaja,Stan,3,2,2,0,Podno,Beograd,Opština Voždovac,Vojvode Stepe,132,,DA,DA,,Stara gradnja,198000,44.782756,20.47102,0.04489663167766848,2.0
9395,84984,Prodaja,Stan,5,5,5,0,CG,Beograd,Opština Rakovica,Skojevsko naselje,119,,,,DA,Stara gradnja,110000,44.749928,20.435774,0.07566652007328498,2.0
9396,84985,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Savski venac,Beograd na vodi,83,DA,,DA,DA,Novogradnja,199888,44.810978,20.450468,0.01289940727320801,1.0
9397,84986,Prodaja,Stan,2,12,10,0,CG,Beograd,Opština Novi Beograd,Blok 23,64,,DA,,DA,Stara gradnja,112000,44.808725,20.421164,0.034820578987144246,2.0
9398,84987,Prodaja,Stan,4,4,0,0,TA,Beograd,Opština Rakovica,Kanarevo brdo,100,,DA,,,Stara gradnja,100000,44.753,20.455,0.07074072377351183,2.0
9399,84988,Prodaja,Stan,4,5,2,0,CG,Beograd,Opština Stari grad,Knez Mihailova,82,,DA,DA,DA,Stara gradnja,279500,44.818201,20.455404,0.006172634526683918,2.0
9400,84989,Prodaja,Stan,3,5,1,0,EG,Beograd,Opština Zvezdara,Bulbulder,73,,DA,,DA,Novogradnja,146000,44.802788,20.491299,0.04398777494941296,1.0
9403,84993,Prodaja,Stan,2,2,0,0,EG,Beograd,Opština Zvezdara,Cvetkova pijaca,43,DA,DA,,,Stara gradnja,60000,44.792,20.504,0.06038915465545241,2.0
9404,84994,Prodaja,Stan,4,2,0,0,CG,Beograd,Opština Stari grad,Gundulićev venac,91,DA,DA,,,Stara gradnja,250000,44.8173,20.4744,0.022720035211239095,2.0
9406,84996,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Voždovac,Lekino brdo,75,,DA,,,Novogradnja,130000,44.79,20.482,0.04472191856349808,1.0
9407,84997,Prodaja,Stan,3,21,6,0,CG,Beograd,Opština Savski venac,Beograd na vodi,82,DA,DA,,DA,Novogradnja,311600,44.808935,20.450451,0.014920570565501813,1.0
9408,84998,Prodaja,Stan,3,20,19,0,CG,Beograd,Opština Novi Beograd,Blok 4 (Politehnička akademija),60,,,,DA,Stara gradnja,81000,44.827249,20.405031,0.0477012071335719,2.0
9410,85001,Prodaja,Stan,2,4,1,0,,Beograd,Opština Voždovac,Jajinci,45,DA,,DA,DA,Novogradnja,51750,44.752,20.477,0.07573803535872832,1.0
9415,85007,Prodaja,Stan,4,4,1,0,EG,Beograd,Opština Vračar,Hram svetog Save,130,DA,DA,DA,,Stara gradnja,300000,44.800569,20.468413,0.02801953122377343,2.0
9417,85009,Prodaja,Stan,1,1,0,0,TA,Beograd,Opština Palilula,Mašinski fakultet,28,,,,,Stara gradnja,35900,44.807995,20.480624,0.032124626083427706,2.0
9418,85010,Prodaja,Stan,4,4,1,0,CG,Beograd,Opština Novi Beograd,YUBC,154,,DA,DA,DA,Stara gradnja,360000,44.823323,20.41914,0.03346212379691563,2.0
9419,85011,Prodaja,Stan,1,5,0,0,CG,Beograd,Opština Savski venac,Brankova,30,,DA,,DA,Stara gradnja,80000,44.814875,20.454155,0.008960951400383116,2.0
9420,85012,Prodaja,Stan,3,6,0,0,CG,Beograd,Opština Zvezdara,Đeram pijaca,58,,DA,,DA,Stara gradnja,107000,44.800422,20.489275,0.04343870289269861,2.0
9421,85013,Prodaja,Stan,2,6,2,0,CG,Beograd,Opština Zvezdara,Lion,75,,DA,DA,DA,Novogradnja,149900,44.794467,20.497477,0.0535585046281191,1.0
9424,85016,Prodaja,Stan,2,4,1,0,TA,Beograd,Opština Palilula,Kotež,56,,,,,Stara gradnja,53000,44.852008,20.472775,0.03476166694794251,2.0
9425,85019,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Vračar,Cvetni trg,91,,DA,,DA,Stara gradnja,299000,44.805898,20.466787,0.022763615112721142,2.0
9426,85021,Prodaja,Stan,5,6,5,0,CG,Beograd,Opština Zvezdara,Đeram pijaca,160,,DA,,DA,Stara gradnja,320000,44.800941,20.487711,0.04184201718368832,2.0
9427,85022,Prodaja,Stan,1,2,1,0,EG,Beograd,Opština Novi Beograd,Ledine,31,DA,DA,DA,,Novogradnja,44700,44.796752,20.329227,0.1262817953348797,1.0
9428,85025,Prodaja,Stan,3,2,2,0,Gas,Beograd,Opština Rakovica,Petlovo brdo,104,,DA,DA,,Stara gradnja,95000,44.720271,20.42914,0.10605625696299652,2.0
9429,85026,Prodaja,Stan,3,5,5,0,EG,Beograd,Opština Zvezdara,Depo,68,DA,DA,DA,DA,Novogradnja,122400,44.802396,20.483193,0.037279915034774506,1.0
9433,85031,Prodaja,Stan,3,6,2,0,CG,Beograd,Opština Palilula,Dalmatinska,100,,,DA,DA,Novogradnja,250000,44.8117,20.4753,0.025676643082771324,1.0
9434,85032,Prodaja,Stan,2,3,2,0,,Beograd,Opština Zvezdara,Severni bulevar,59,,DA,DA,,Novogradnja,145600,44.807,20.496,0.04650215048790604,1.0
9435,85034,Prodaja,Stan,3,11,7,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,60,DA,DA,DA,,Stara gradnja,130000,44.834006,20.409432,0.04438118813191149,2.0
9436,85035,Prodaja,Stan,2,2,2,0,EG,Beograd,Opština Rakovica,Miljakovac,62,DA,DA,DA,,Novogradnja,77000,44.732779,20.468492,0.09229942526906826,1.0
9437,85036,Prodaja,Stan,2,3,2,0,,Beograd,Opština Zvezdara,Severni bulevar,47,,DA,DA,,Novogradnja,114800,44.807,20.496,0.04650215048790604,1.0
9438,85038,Prodaja,Stan,2,2,1,0,EG,Beograd,Opština Zvezdara,Dimitrija Tucovića,78,,DA,DA,,Stara gradnja,124500,44.806459,20.483317,0.03522479481842507,2.0
9439,85039,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Novi Beograd,Blok 67a (A blok),91,,DA,DA,DA,Novogradnja,275000,44.8064,20.4014,0.05404377855036001,1.0
9440,85040,Prodaja,Stan,1,3,0,0,CG,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,32,,DA,,,Stara gradnja,79000,44.801388,20.485972,0.0401436885201145,2.0
9442,85043,Prodaja,Stan,3,3,3,0,,Beograd,Opština Zvezdara,Severni bulevar,75,,DA,DA,,Novogradnja,176700,44.807,20.496,0.04650215048790604,1.0
9443,85044,Prodaja,Stan,4,4,1,0,CG,Beograd,Opština Vračar,Maksima Gorkog,95,,,DA,DA,Novogradnja,235400,44.79587,20.480078,0.0391094538954459,1.0
9446,85047,Prodaja,Stan,1,5,0,0,CG,Beograd,Opština Vračar,Kalenić pijaca,54,,DA,,DA,Stara gradnja,150000,44.800824,20.473535,0.031009443738965733,2.0
9455,85058,Prodaja,Stan,3,4,4,0,TA,Beograd,Opština Voždovac,Braće Jerković,61,,DA,DA,,Stara gradnja,69900,44.769,20.4917,0.0672376382690568,2.0
9457,85060,Prodaja,Stan,4,7,7,0,CG,Beograd,Opština Novi Beograd,Tošin bunar,141,,,DA,DA,Novogradnja,339072,44.8137,20.3892,0.06418379857877132,1.0
9458,85061,Prodaja,Stan,2,5,5,0,TA,Beograd,Opština Stari grad,Dorćol,45,,DA,,,Stara gradnja,83000,44.826422,20.463424,0.01116101518680005,2.0
9459,85062,Prodaja,Stan,1,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,50,,DA,DA,DA,Novogradnja,96000,44.7937,20.4947,0.05169535762522765,1.0
9460,85063,Prodaja,Stan,5,7,6,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,141,,DA,DA,DA,Stara gradnja,225000,44.8292,20.4123,0.04067357864757092,2.0
9463,85066,Prodaja,Stan,5,5,4,0,EG,Beograd,Opština Vračar,Kalenić pijaca,154,,DA,DA,,Stara gradnja,250000,44.8003,20.4754,0.032671088136150515,2.0
9464,85067,Prodaja,Stan,4,5,1,0,CG,Beograd,Opština Savski venac,Dedinje,121,,DA,DA,DA,Novogradnja,426000,44.7784,20.4559,0.04542003963010611,1.0
9465,85068,Prodaja,Stan,5,3,1,0,CG,Beograd,Opština Zvezdara,Lion,155,,DA,DA,,Novogradnja,265000,44.7954,20.5089,0.06301253843482355,1.0
9466,85069,Prodaja,Stan,5,5,5,0,CG,Beograd,Opština Savski venac,Dedinje,205,,,DA,DA,Novogradnja,800000,44.7784,20.4559,0.04542003963010611,1.0
9468,85071,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Savski venac,Dedinje,100,,,DA,,Novogradnja,315000,44.7752,20.4607,0.04917173985126406,1.0
9469,85072,Prodaja,Stan,5,1,0,0,EG,Beograd,Opština Savski venac,Dedinje,210,,DA,DA,,Novogradnja,376000,44.7709,20.4567,0.05295894636414626,1.0
9470,85073,Prodaja,Stan,3,3,2,0,CG,Beograd,Opština Čukarica,Žarkovo,98,,DA,DA,,Stara gradnja,92000,44.7599,20.4134,0.07488043803290781,2.0
9471,85074,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Stari grad,Knez Mihailova,99,,DA,,DA,Stara gradnja,380000,44.8165,20.4585,0.009308598175883991,2.0
